5000 1.5 0.3048 39.6 0.00392107 116.241 
8000 1.5 0.3048 39.6 0.00392107 112.251 
12500 1.5 0.3048 39.6 0.00392107 106.111 
500 3 0.3048 71.3 0.00425727 128.454 
800 3 0.3048 71.3 0.00425727 129.494 
1250 3 0.3048 71.3 0.00425727 127.634 
2000 3 0.3048 71.3 0.00425727 125.524 
3150 3 0.3048 71.3 0.00425727 121.514 
5000 3 0.3048 71.3 0.00425727 118.134 
8000 3 0.3048 71.3 0.00425727 114.634 
400 3 0.3048 55.5 0.00452492 126.159 
630 3 0.3048 55.5 0.00452492 129.569 
1000 3 0.3048 55.5 0.00452492 129.329 
1600 3 0.3048 55.5 0.00452492 124.439 
2500 3 0.3048 55.5 0.00452492 122.439 
4000 3 0.3048 55.5 0.00452492 118.689 
6300 3 0.3048 55.5 0.00452492 115.679 
10000 3 0.3048 55.5 0.00452492 112.169 
400 3 0.3048 39.6 0.00495741 125.472 
630 3 0.3048 39.6 0.00495741 129.292 
1000 3 0.3048 39.6 0.00495741 128.312 
1600 3 0.3048 39.6 0.00495741 122.782 
2500 3 0.3048 39.6 0.00495741 120.162 
4000 3 0.3048 39.6 0.00495741 116.792 
6300 3 0.3048 39.6 0.00495741 114.042 
315 3 0.3048 31.7 0.00529514 123.118 
500 3 0.3048 31.7 0.00529514 127.548 
800 3 0.3048 31.7 0.00529514 128.708 
1250 3 0.3048 31.7 0.00529514 124.838 
2000 3 0.3048 31.7 0.00529514 120.088 
3150 3 0.3048 31.7 0.00529514 118.108 
5000 3 0.3048 31.7 0.00529514 113.858 
250 4 0.3048 71.3 0.00497773 126.395 
400 4 0.3048 71.3 0.00497773 129.575 
630 4 0.3048 71.3 0.00497773 131.615 
1000 4 0.3048 71.3 0.00497773 131.015 
1600 4 0.3048 71.3 0.00497773 126.645 
2500 4 0.3048 71.3 0.00497773 123.775 
4000 4 0.3048 71.3 0.00497773 119.535 
6300 4 0.3048 71.3 0.00497773 116.165 
10000 4 0.3048 71.3 0.00497773 110.905 
250 4 0.3048 39.6 0.00579636 123.543 
400 4 0.3048 39.6 0.00579636 128.633 
630 4 0.3048 39.6 0.00579636 131.073 
1000 4 0.3048 39.6 0.00579636 128.723 
1600 4 0.3048 39.6 0.00579636 123.213 
2500 4 0.3048 39.6 0.00579636 120.233 
4000 4 0.3048 39.6 0.00579636 115.863 
1250 0 0.2286 71.3 0.00214345 128.144 
2000 0 0.2286 71.3 0.00214345 128.244 
3150 0 0.2286 71.3 0.00214345 127.834 
5000 0 0.2286 71.3 0.00214345 124.304 
8000 0 0.2286 71.3 0.00214345 118.024 
12500 0 0.2286 71.3 0.00214345 117.624 
20000 0 0.2286 71.3 0.00214345 114.474 
400 0 0.2286 55.5 0.00229336 121.66 
630 0 0.2286 55.5 0.00229336 126.16 
1000 0 0.2286 55.5 0.00229336 128.29 
1600 0 0.2286 55.5 0.00229336 126.79 
2500 0 0.2286 55.5 0.00229336 126.54 
4000 0 0.2286 55.5 0.00229336 123.41 
6300 0 0.2286 55.5 0.00229336 118.41 
400 0 0.2286 39.6 0.00253511 123.565 
630 0 0.2286 39.6 0.00253511 128.705 
1000 0 0.2286 39.6 0.00253511 130.435 
1600 0 0.2286 39.6 0.00253511 127.095 
2500 0 0.2286 39.6 0.00253511 125.025 
4000 0 0.2286 39.6 0.00253511 123.465 
6300 0 0.2286 39.6 0.00253511 117.465 
400 0 0.2286 31.7 0.0027238 123.635 
630 0 0.2286 31.7 0.0027238 129.465 
1000 0 0.2286 31.7 0.0027238 130.595 
1600 0 0.2286 31.7 0.0027238 125.625 
2500 0 0.2286 31.7 0.0027238 123.445 
4000 0 0.2286 31.7 0.0027238 122.035 
6300 0 0.2286 31.7 0.0027238 116.815 
500 2 0.2286 71.3 0.00293031 126.486 
800 2 0.2286 71.3 0.00293031 128.216 
1250 2 0.2286 71.3 0.00293031 128.816 
2000 2 0.2286 71.3 0.00293031 126.896 
3150 2 0.2286 71.3 0.00293031 126.116 
5000 2 0.2286 71.3 0.00293031 122.816 
8000 2 0.2286 71.3 0.00293031 115.996 
400 2 0.2286 55.5 0.00313525 122.292 
630 2 0.2286 55.5 0.00313525 126.842 
1000 2 0.2286 55.5 0.00313525 129.002 
1600 2 0.2286 55.5 0.00313525 126.752 
2500 2 0.2286 55.5 0.00313525 123.862 
4000 2 0.2286 55.5 0.00313525 122.232 
6300 2 0.2286 55.5 0.00313525 118.712 
400 2 0.2286 39.6 0.00346574 122.147 
630 2 0.2286 39.6 0.00346574 127.417 
1000 2 0.2286 39.6 0.00346574 129.147 
1600 2 0.2286 39.6 0.00346574 125.837 
2500 2 0.2286 39.6 0.00346574 121.397 
4000 2 0.2286 39.6 0.00346574 120.227 
6300 2 0.2286 39.6 0.00346574 116.417 
400 2 0.2286 31.7 0.00372371 123.417 
630 2 0.2286 31.7 0.00372371 129.057 
1000 2 0.2286 31.7 0.00372371 130.307 
1600 2 0.2286 31.7 0.00372371 125.797 
2500 2 0.2286 31.7 0.00372371 121.407 
4000 2 0.2286 31.7 0.00372371 120.527 
6300 2 0.2286 31.7 0.00372371 115.137 
630 4 0.2286 71.3 0.00400603 129.038 
1000 4 0.2286 71.3 0.00400603 131.708 
1600 4 0.2286 71.3 0.00400603 129.468 
2500 4 0.2286 71.3 0.00400603 124.338 
4000 4 0.2286 71.3 0.00400603 121.728 
6300 4 0.2286 71.3 0.00400603 118.618 
10000 4 0.2286 71.3 0.00400603 113.108 
16000 4 0.2286 71.3 0.00400603 112.768 
400 4 0.2286 55.5 0.0042862 123.274 
630 4 0.2286 55.5 0.0042862 129.964 
1000 4 0.2286 55.5 0.0042862 132.134 
1600 4 0.2286 55.5 0.0042862 128.264 
2500 4 0.2286 55.5 0.0042862 122.384 
4000 4 0.2286 55.5 0.0042862 120.654 
6300 4 0.2286 55.5 0.0042862 117.154 
315 4 0.2286 39.6 0.00473801 122.229 
500 4 0.2286 39.6 0.00473801 127.039 
800 4 0.2286 39.6 0.00473801 130.469 
1250 4 0.2286 39.6 0.00473801 128.339 
2000 4 0.2286 39.6 0.00473801 121.659 
3150 4 0.2286 39.6 0.00473801 120.419 
5000 4 0.2286 39.6 0.00473801 117.649 
8000 4 0.2286 39.6 0.00473801 113.129 
315 4 0.2286 31.7 0.00509068 123.609 
500 4 0.2286 31.7 0.00509068 128.939 
800 4 0.2286 31.7 0.00509068 130.869 
1250 4 0.2286 31.7 0.00509068 128.119 
2000 4 0.2286 31.7 0.00509068 122.089 
3150 4 0.2286 31.7 0.00509068 120.229 
5000 4 0.2286 31.7 0.00509068 115.969 
400 5.3 0.2286 71.3 0.0051942 127.7 
630 5.3 0.2286 71.3 0.0051942 131.8 
1000 5.3 0.2286 71.3 0.0051942 134 
1600 5.3 0.2286 71.3 0.0051942 130.46 
2500 5.3 0.2286 71.3 0.0051942 123.74 
4000 5.3 0.2286 71.3 0.0051942 120.33 
6300 5.3 0.2286 71.3 0.0051942 116.92 
10000 5.3 0.2286 71.3 0.0051942 111.35 
315 5.3 0.2286 39.6 0.00614329 129.691 
500 5.3 0.2286 39.6 0.00614329 132.251 
800 5.3 0.2286 39.6 0.00614329 129.491 
1250 5.3 0.2286 39.6 0.00614329 125.721 
2000 5.3 0.2286 39.6 0.00614329 117.911 
3150 5.3 0.2286 39.6 0.00614329 118.441 
5000 5.3 0.2286 39.6 0.00614329 115.311 
200 7.3 0.2286 71.3 0.0104404 138.758 
315 7.3 0.2286 71.3 0.0104404 139.808 
500 7.3 0.2286 71.3 0.0104404 136.798 
800 7.3 0.2286 71.3 0.0104404 130.748 
1250 7.3 0.2286 71.3 0.0104404 127.358 
2000 7.3 0.2286 71.3 0.0104404 122.708 
3150 7.3 0.2286 71.3 0.0104404 120.458 
5000 7.3 0.2286 71.3 0.0104404 115.298 
200 7.3 0.2286 55.5 0.0111706 135.234 
315 7.3 0.2286 55.5 0.0111706 136.284 
500 7.3 0.2286 55.5 0.0111706 133.174 
800 7.3 0.2286 55.5 0.0111706 128.444 
1250 7.3 0.2286 55.5 0.0111706 125.724 
2000 7.3 0.2286 55.5 0.0111706 120.354 
3150 7.3 0.2286 55.5 0.0111706 117.134 
5000 7.3 0.2286 55.5 0.0111706 113.144 
200 7.3 0.2286 39.6 0.0123481 130.989 
315 7.3 0.2286 39.6 0.0123481 132.149 
500 7.3 0.2286 39.6 0.0123481 130.299 
800 7.3 0.2286 39.6 0.0123481 126.299 
1250 7.3 0.2286 39.6 0.0123481 123.189 
2000 7.3 0.2286 39.6 0.0123481 117.809 
3150 7.3 0.2286 39.6 0.0123481 114.309 
5000 7.3 0.2286 39.6 0.0123481 111.959 
200 7.3 0.2286 31.7 0.0132672 128.679 
315 7.3 0.2286 31.7 0.0132672 130.239 
500 7.3 0.2286 31.7 0.0132672 128.169 
800 7.3 0.2286 31.7 0.0132672 123.209 
1250 7.3 0.2286 31.7 0.0132672 120.509 
2000 7.3 0.2286 31.7 0.0132672 115.309 
3150 7.3 0.2286 31.7 0.0132672 113.229 
5000 7.3 0.2286 31.7 0.0132672 111.029 
800 0 0.1524 71.3 0.0015988 125.817 
1250 0 0.1524 71.3 0.0015988 128.927 
2000 0 0.1524 71.3 0.0015988 128.647 
3150 0 0.1524 71.3 0.0015988 129.377 
5000 0 0.1524 71.3 0.0015988 126.457 
8000 0 0.1524 71.3 0.0015988 122.527 
12500 0 0.1524 71.3 0.0015988 117.087 
500 0 0.1524 55.5 0.00172668 120.573 
800 0 0.1524 55.5 0.00172668 126.713 
1250 0 0.1524 55.5 0.00172668 129.953 
2000 0 0.1524 55.5 0.00172668 129.673 
3150 0 0.1524 55.5 0.00172668 127.753 
5000 0 0.1524 55.5 0.00172668 125.203 
8000 0 0.1524 55.5 0.00172668 121.903 
12500 0 0.1524 55.5 0.00172668 117.093 
500 0 0.1524 39.6 0.00193287 119.513 
800 0 0.1524 39.6 0.00193287 127.903 
1250 0 0.1524 39.6 0.00193287 131.023 
2000 0 0.1524 39.6 0.00193287 129.633 
3150 0 0.1524 39.6 0.00193287 125.603 
5000 0 0.1524 39.6 0.00193287 123.453 
8000 0 0.1524 39.6 0.00193287 120.553 
500 0 0.1524 31.7 0.00209405 121.617 
800 0 0.1524 31.7 0.00209405 129.117 
1250 0 0.1524 31.7 0.00209405 131.467 
2000 0 0.1524 31.7 0.00209405 128.907 
3150 0 0.1524 31.7 0.00209405 124.207 
5000 0 0.1524 31.7 0.00209405 122.397 
8000 0 0.1524 31.7 0.00209405 117.957 
800 2.7 0.1524 71.3 0.00243851 127.394 
1250 2.7 0.1524 71.3 0.00243851 130.144 
2000 2.7 0.1524 71.3 0.00243851 130.114 
3150 2.7 0.1524 71.3 0.00243851 127.054 
5000 2.7 0.1524 71.3 0.00243851 124.364 
8000 2.7 0.1524 71.3 0.00243851 120.534 
12500 2.7 0.1524 71.3 0.00243851 113.034 
500 2.7 0.1524 39.6 0.00294804 121.009 
800 2.7 0.1524 39.6 0.00294804 128.829 
1250 2.7 0.1524 39.6 0.00294804 130.829 
2000 2.7 0.1524 39.6 0.00294804 128.139 
3150 2.7 0.1524 39.6 0.00294804 122.919 
5000 2.7 0.1524 39.6 0.00294804 121.499 
8000 2.7 0.1524 39.6 0.00294804 116.659 
12500 2.7 0.1524 39.6 0.00294804 108.649 
500 5.4 0.1524 71.3 0.00401199 126.291 
800 5.4 0.1524 71.3 0.00401199 131.281 
1250 5.4 0.1524 71.3 0.00401199 134.111 
2000 5.4 0.1524 71.3 0.00401199 131.111 
3150 5.4 0.1524 71.3 0.00401199 123.311 
5000 5.4 0.1524 71.3 0.00401199 120.061 
400 5.4 0.1524 55.5 0.00433288 126.807 
630 5.4 0.1524 55.5 0.00433288 131.807 
1000 5.4 0.1524 55.5 0.00433288 132.127 
1600 5.4 0.1524 55.5 0.00433288 130.567 
2500 5.4 0.1524 55.5 0.00433288 124.077 
4000 5.4 0.1524 55.5 0.00433288 119.737 
6300 5.4 0.1524 55.5 0.00433288 117.287 
315 5.4 0.1524 39.6 0.00485029 125.347 
500 5.4 0.1524 39.6 0.00485029 129.937 
800 5.4 0.1524 39.6 0.00485029 132.757 
1250 5.4 0.1524 39.6 0.00485029 127.117 
2000 5.4 0.1524 39.6 0.00485029 124.647 
3150 5.4 0.1524 39.6 0.00485029 119.137 
5000 5.4 0.1524 39.6 0.00485029 117.037 
315 5.4 0.1524 31.7 0.00525474 125.741 
500 5.4 0.1524 31.7 0.00525474 129.681 
800 5.4 0.1524 31.7 0.00525474 131.491 
1250 5.4 0.1524 31.7 0.00525474 123.991 
2000 5.4 0.1524 31.7 0.00525474 122.771 
3150 5.4 0.1524 31.7 0.00525474 118.291 
5000 5.4 0.1524 31.7 0.00525474 115.691 
315 7.2 0.1524 71.3 0.00752039 128.713 
500 7.2 0.1524 71.3 0.00752039 132.043 
800 7.2 0.1524 71.3 0.00752039 136.023 
1250 7.2 0.1524 71.3 0.00752039 132.513 
2000 7.2 0.1524 71.3 0.00752039 128.643 
3150 7.2 0.1524 71.3 0.00752039 116.783 
5000 7.2 0.1524 71.3 0.00752039 118.343 
8000 7.2 0.1524 71.3 0.00752039 113.333 
250 7.2 0.1524 39.6 0.00909175 127.488 
400 7.2 0.1524 39.6 0.00909175 132.118 
630 7.2 0.1524 39.6 0.00909175 133.198 
1000 7.2 0.1524 39.6 0.00909175 128.338 
1600 7.2 0.1524 39.6 0.00909175 120.058 
2500 7.2 0.1524 39.6 0.00909175 117.478 
4000 7.2 0.1524 39.6 0.00909175 114.258 
6300 7.2 0.1524 39.6 0.00909175 112.688 
10000 7.2 0.1524 39.6 0.00909175 110.868 
250 9.9 0.1524 71.3 0.0193001 135.329 
400 9.9 0.1524 71.3 0.0193001 135.079 
630 9.9 0.1524 71.3 0.0193001 129.889 
1000 9.9 0.1524 71.3 0.0193001 126.349 
1600 9.9 0.1524 71.3 0.0193001 121.789 
2500 9.9 0.1524 71.3 0.0193001 119.639 
4000 9.9 0.1524 71.3 0.0193001 115.079 
6300 9.9 0.1524 71.3 0.0193001 112.039 
250 9.9 0.1524 55.5 0.0208438 133.235 
400 9.9 0.1524 55.5 0.0208438 131.605 
630 9.9 0.1524 55.5 0.0208438 127.315 
1000 9.9 0.1524 55.5 0.0208438 124.665 
1600 9.9 0.1524 55.5 0.0208438 119.875 
2500 9.9 0.1524 55.5 0.0208438 118.365 
4000 9.9 0.1524 55.5 0.0208438 112.945 
6300 9.9 0.1524 55.5 0.0208438 110.555 
250 9.9 0.1524 39.6 0.0233328 128.335 
400 9.9 0.1524 39.6 0.0233328 128.345 
630 9.9 0.1524 39.6 0.0233328 126.465 
1000 9.9 0.1524 39.6 0.0233328 123.835 
1600 9.9 0.1524 39.6 0.0233328 118.545 
2500 9.9 0.1524 39.6 0.0233328 116.295 
4000 9.9 0.1524 39.6 0.0233328 112.265 
6300 9.9 0.1524 39.6 0.0233328 109.885 
250 9.9 0.1524 31.7 0.0252785 128.559 
400 9.9 0.1524 31.7 0.0252785 128.939 
630 9.9 0.1524 31.7 0.0252785 126.049 
1000 9.9 0.1524 31.7 0.0252785 122.149 
1600 9.9 0.1524 31.7 0.0252785 117.119 
2500 9.9 0.1524 31.7 0.0252785 114.729 
4000 9.9 0.1524 31.7 0.0252785 111.459 
6300 9.9 0.1524 31.7 0.0252785 108.689 
250 12.6 0.1524 71.3 0.0483159 129.744 
400 12.6 0.1524 71.3 0.0483159 127.094 
630 12.6 0.1524 71.3 0.0483159 123.304 
1000 12.6 0.1524 71.3 0.0483159 122.044 
1600 12.6 0.1524 71.3 0.0483159 120.534 
2500 12.6 0.1524 71.3 0.0483159 115.234 
4000 12.6 0.1524 71.3 0.0483159 108.034 
6300 12.6 0.1524 71.3 0.0483159 107.284 
250 12.6 0.1524 39.6 0.0584113 115.89 
400 12.6 0.1524 39.6 0.0584113 115.91 
630 12.6 0.1524 39.6 0.0584113 116.55 
1000 12.6 0.1524 39.6 0.0584113 114.67 
1600 12.6 0.1524 39.6 0.0584113 110.78 
2500 12.6 0.1524 39.6 0.0584113 106.88 
4000 12.6 0.1524 39.6 0.0584113 104.5 
6300 12.6 0.1524 39.6 0.0584113 103.38 
1000 0 0.0508 71.3 0.000740478 129.45 
1600 0 0.0508 71.3 0.000740478 129.68 
2500 0 0.0508 71.3 0.000740478 131.31 
4000 0 0.0508 71.3 0.000740478 134.43 
6300 0 0.0508 71.3 0.000740478 133.04 
10000 0 0.0508 71.3 0.000740478 128.74 
800 0 0.0508 55.5 0.00076193 124.336 
1250 0 0.0508 55.5 0.00076193 127.076 
2000 0 0.0508 55.5 0.00076193 131.456 
3150 0 0.0508 55.5 0.00076193 134.826 
5000 0 0.0508 55.5 0.00076193 134.556 
8000 0 0.0508 55.5 0.00076193 130.156 
12500 0 0.0508 55.5 0.00076193 125.376 
1000 0 0.0508 39.6 0.000791822 127.638 
1600 0 0.0508 39.6 0.000791822 130.908 
2500 0 0.0508 39.6 0.000791822 134.938 
4000 0 0.0508 39.6 0.000791822 135.308 
6300 0 0.0508 39.6 0.000791822 131.918 
10000 0 0.0508 39.6 0.000791822 125.998 
800 0 0.0508 31.7 0.000812164 122.79 
1250 0 0.0508 31.7 0.000812164 129.27 
2000 0 0.0508 31.7 0.000812164 133.01 
3150 0 0.0508 31.7 0.000812164 135.49 
5000 0 0.0508 31.7 0.000812164 133.23 
8000 0 0.0508 31.7 0.000812164 126.59 
12500 0 0.0508 31.7 0.000812164 119.07 
2000 4.2 0.0508 71.3 0.00142788 129.848 
3150 4.2 0.0508 71.3 0.00142788 133.728 
5000 4.2 0.0508 71.3 0.00142788 132.828 
8000 4.2 0.0508 71.3 0.00142788 125.268 
12500 4.2 0.0508 71.3 0.00142788 117.328 
1250 4.2 0.0508 39.6 0.00152689 128.427 
2000 4.2 0.0508 39.6 0.00152689 132.587 
3150 4.2 0.0508 39.6 0.00152689 133.587 
5000 4.2 0.0508 39.6 0.00152689 129.777 
8000 4.2 0.0508 39.6 0.00152689 120.397 
800 8.4 0.0508 71.3 0.00529514 127.556 
1250 8.4 0.0508 71.3 0.00529514 132.086 
2000 8.4 0.0508 71.3 0.00529514 134.476 
3150 8.4 0.0508 71.3 0.00529514 131.966 
5000 8.4 0.0508 71.3 0.00529514 121.146 
500 8.4 0.0508 55.5 0.00544854 123.742 
800 8.4 0.0508 55.5 0.00544854 128.562 
1250 8.4 0.0508 55.5 0.00544854 132.252 
2000 8.4 0.0508 55.5 0.00544854 133.042 
3150 8.4 0.0508 55.5 0.00544854 128.402 
5000 8.4 0.0508 55.5 0.00544854 115.812 
500 8.4 0.0508 39.6 0.00566229 122.905 
800 8.4 0.0508 39.6 0.00566229 128.435 
1250 8.4 0.0508 39.6 0.00566229 131.205 
2000 8.4 0.0508 39.6 0.00566229 129.965 
3150 8.4 0.0508 39.6 0.00566229 123.965 
400 8.4 0.0508 31.7 0.00580776 120.076 
630 8.4 0.0508 31.7 0.00580776 125.856 
1000 8.4 0.0508 31.7 0.00580776 129.516 
1600 8.4 0.0508 31.7 0.00580776 129.296 
2500 8.4 0.0508 31.7 0.00580776 125.576 
4000 8.4 0.0508 31.7 0.00580776 118.106 
250 11.2 0.0508 71.3 0.014072 127.101 
400 11.2 0.0508 71.3 0.014072 129.281 
630 11.2 0.0508 71.3 0.014072 133.611 
1000 11.2 0.0508 71.3 0.014072 136.941 
1600 11.2 0.0508 71.3 0.014072 135.191 
2500 11.2 0.0508 71.3 0.014072 130.541 
4000 11.2 0.0508 71.3 0.014072 122.471 
250 11.2 0.0508 39.6 0.0150478 126.43 
400 11.2 0.0508 39.6 0.0150478 130.67 
630 11.2 0.0508 39.6 0.0150478 133.13 
1000 11.2 0.0508 39.6 0.0150478 132.43 
1600 11.2 0.0508 39.6 0.0150478 126.54 
2500 11.2 0.0508 39.6 0.0150478 122.17 
4000 11.2 0.0508 39.6 0.0150478 115.52 
250 15.4 0.0508 71.3 0.0264269 124.835 
400 15.4 0.0508 71.3 0.0264269 126.805 
630 15.4 0.0508 71.3 0.0264269 129.645 
1000 15.4 0.0508 71.3 0.0264269 131.865 
1600 15.4 0.0508 71.3 0.0264269 130.065 
2500 15.4 0.0508 71.3 0.0264269 127.625 
4000 15.4 0.0508 71.3 0.0264269 122.675 
6300 15.4 0.0508 71.3 0.0264269 115.215 
200 15.4 0.0508 55.5 0.0271925 122.94 
315 15.4 0.0508 55.5 0.0271925 125.39 
500 15.4 0.0508 55.5 0.0271925 127.22 
800 15.4 0.0508 55.5 0.0271925 130.43 
1250 15.4 0.0508 55.5 0.0271925 130 
2000 15.4 0.0508 55.5 0.0271925 127.04 
3150 15.4 0.0508 55.5 0.0271925 123.46 
5000 15.4 0.0508 55.5 0.0271925 117.11 
200 15.4 0.0508 39.6 0.0282593 121.783 
315 15.4 0.0508 39.6 0.0282593 124.493 
500 15.4 0.0508 39.6 0.0282593 125.963 
800 15.4 0.0508 39.6 0.0282593 128.423 
1250 15.4 0.0508 39.6 0.0282593 126.743 
2000 15.4 0.0508 39.6 0.0282593 123.443 
3150 15.4 0.0508 39.6 0.0282593 120.513 
5000 15.4 0.0508 39.6 0.0282593 114.453 
200 15.4 0.0508 31.7 0.0289853 119.975 
315 15.4 0.0508 31.7 0.0289853 122.845 
500 15.4 0.0508 31.7 0.0289853 123.695 
800 15.4 0.0508 31.7 0.0289853 125.555 
1250 15.4 0.0508 31.7 0.0289853 123.255 
2000 15.4 0.0508 31.7 0.0289853 120.835 
3150 15.4 0.0508 31.7 0.0289853 118.045 
5000 15.4 0.0508 31.7 0.0289853 112.355 
200 19.7 0.0508 71.3 0.0341183 118.005 
315 19.7 0.0508 71.3 0.0341183 121.235 
500 19.7 0.0508 71.3 0.0341183 126.995 
800 19.7 0.0508 71.3 0.0341183 124.555 
1250 19.7 0.0508 71.3 0.0341183 121.485 
2000 19.7 0.0508 71.3 0.0341183 120.055 
3150 19.7 0.0508 71.3 0.0341183 116.225 
200 19.7 0.0508 39.6 0.036484 125.974 
315 19.7 0.0508 39.6 0.036484 129.864 
500 19.7 0.0508 39.6 0.036484 128.444 
800 19.7 0.0508 39.6 0.036484 119.174 
1250 19.7 0.0508 39.6 0.036484 118.634 
2000 19.7 0.0508 39.6 0.036484 117.724 
3150 19.7 0.0508 39.6 0.036484 113.004 
2500 0 0.0254 71.3 0.000400682 133.707 
4000 0 0.0254 71.3 0.000400682 138.557 
6300 0 0.0254 71.3 0.000400682 134.987 
10000 0 0.0254 71.3 0.000400682 130.787 
16000 0 0.0254 71.3 0.000400682 130.477 
2000 0 0.0254 55.5 0.00041229 127.623 
3150 0 0.0254 55.5 0.00041229 130.503 
5000 0 0.0254 55.5 0.00041229 135.803 
8000 0 0.0254 55.5 0.00041229 136.163 
12500 0 0.0254 55.5 0.00041229 131.453 
20000 0 0.0254 55.5 0.00041229 121.933 
2000 0 0.0254 39.6 0.000428464 130.026 
3150 0 0.0254 39.6 0.000428464 133.276 
5000 0 0.0254 39.6 0.000428464 136.536 
8000 0 0.0254 39.6 0.000428464 135.866 
12500 0 0.0254 39.6 0.000428464 129.116 
1000 0 0.0254 31.7 0.000439472 125.127 
1600 0 0.0254 31.7 0.000439472 129.267 
2500 0 0.0254 31.7 0.000439472 132.897 
4000 0 0.0254 31.7 0.000439472 137.047 
6300 0 0.0254 31.7 0.000439472 138.537 
10000 0 0.0254 31.7 0.000439472 134.227 
16000 0 0.0254 31.7 0.000439472 125.627 
2500 4.8 0.0254 71.3 0.000848633 130.828 
4000 4.8 0.0254 71.3 0.000848633 134.928 
6300 4.8 0.0254 71.3 0.000848633 134.498 
10000 4.8 0.0254 71.3 0.000848633 127.398 
16000 4.8 0.0254 71.3 0.000848633 124.208 
1600 4.8 0.0254 55.5 0.000873218 121.474 
2500 4.8 0.0254 55.5 0.000873218 129.144 
4000 4.8 0.0254 55.5 0.000873218 133.924 
6300 4.8 0.0254 55.5 0.000873218 135.164 
10000 4.8 0.0254 55.5 0.000873218 126.944 
16000 4.8 0.0254 55.5 0.000873218 124.394 
500 4.8 0.0254 39.6 0.000907475 116.366 
800 4.8 0.0254 39.6 0.000907475 120.766 
1250 4.8 0.0254 39.6 0.000907475 125.026 
2000 4.8 0.0254 39.6 0.000907475 128.916 
3150 4.8 0.0254 39.6 0.000907475 133.436 
5000 4.8 0.0254 39.6 0.000907475 135.426 
8000 4.8 0.0254 39.6 0.000907475 131.346 
500 4.8 0.0254 31.7 0.000930789 116.128 
800 4.8 0.0254 31.7 0.000930789 122.648 
1250 4.8 0.0254 31.7 0.000930789 127.408 
2000 4.8 0.0254 31.7 0.000930789 130.148 
3150 4.8 0.0254 31.7 0.000930789 134.268 
5000 4.8 0.0254 31.7 0.000930789 135.248 
8000 4.8 0.0254 31.7 0.000930789 127.008 
800 9.5 0.0254 71.3 0.00420654 127.206 
1250 9.5 0.0254 71.3 0.00420654 131.656 
2000 9.5 0.0254 71.3 0.00420654 134.976 
3150 9.5 0.0254 71.3 0.00420654 136.166 
