% Flood Neural Network. Linear Regression Analysis Results.
% 
% ScaledSoundPressureLevel
% Linear regression parameters (y = a + bx):
% a = 16.71;
% b = 0.866048;
% R = 0.851694;
% Target and output data:
108.034 107.169
116.02 119.595
116.56 115.664
109.52 110.875
104.13 105.286
128.56 127.764
135.07 131.395
130.89 133.472
125.586 125.229
133.956 131.231
132.796 133.991
126.508 123.479
132.918 131.394
134.308 133.811
123.988 123.006
131.01 131.348
134.11 133.676
122.45 125.169
131.978 134.168
129.308 131.944
125.647 126.863
133.847 133.016
125.717 127.813
129.946 132.871
134.226 133.956
121.582 125.342
130.722 132.444
131.542 131.114
120.015 125.14
130.195 130.806
127.465 128.095
122.966 125.898
130.156 129.919
122.086 124.864
128.381 129.135
136.031 133.42
133.311 133.509
125.01 126.798
131.96 129.333
130.05 130.398
119.67 122.734
126.195 126.263
131.515 128.874
129.285 127.686
119.135 121.263
124.17 125.68
129.33 127.455
128.2 126.67
120.92 121.566
122.893 125.306
127.443 126.157
124.843 124.689
118.113 119.208
121.225 124.952
124.685 125.38
121.485 123.641
115.635 118.021
119.115 123.232
128.365 124.968
120.575 124.453
113.045 119.852
130.614 122.115
118.904 121.596
116.184 118.607
137.007 130.624
129.867 135.921
123.217 122.968
133.223 134.783
134.563 132.323
124.156 129.171
135.346 135.054
133.376 130.325
127.947 126.668
135.227 133.079
137.207 132.473
128.398 131.99
135.468 135.314
127.688 125.977
125.054 132.506
135.484 133.93
125.094 124.066
118.696 116.832
125.966 130.864
134.996 133.622
126.066 125.016
125.348 124.331
132.588 133.811
132.898 129.865
129.556 128.476
135.956 135.202
127.246 127.587
128.082 126.266
134.052 133.749
128.412 127.552
119.294 120.268
129.014 126.307
131.274 131.131
125.044 125.356
122.766 119.957
130.746 125.958
130.496 129.685
124.426 124.138
125.048 123.412
131.698 130.514
134.058 133.154
125.398 121.291
123.537 122.712
130.217 128.366
129.567 129.695
125.107 119.947
112.506 114.753
119.806 119.383
126.356 128.454
126.536 128.588
115.466 116.833
115.461 119.355
126.001 126.798
124.931 128.024
114.861 117.89
115.444 120.993
138.274 126.605
124.154 126.365
116.146 118.72
127.676 122.931
128.306 126.819
123.466 123.97
117.927 118.238
134.247 125.465
126.097 126.765
123.127 122.414
120.716 120.375
137.076 124.185
121.256 124.744
118.816 122
130.335 133.229
131.955 132.302
125.465 125.712
127.92 127.883
132.54 134.093
128.36 128.604
119.91 121.174
132.271 133.685
130.961 129.847
122.341 122.365
131.313 132.314
132.003 130.637
124.253 123.589
131.434 130.515
133.894 133.732
124.904 125.197
129.119 128.655
133.649 133.421
124.839 125.037
127.251 127.54
133.071 132.901
124.881 124.752
115.321 118.717
134.022 132.265
128.252 125.368
117.432 119.572
137.658 137.096
124.458 126.924
137.233 134.868
124.273 126.725
134.625 132.018
122.235 125.496
132.116 130.159
124.346 125.992
136.583 134.323
137.813 138.495
124.233 130.761
116.723 116.866
135.38 132.493
130.94 131.358
119.04 121
113.08 112.946
137.068 135.686
127.318 132.065
122.218 122.819
116.108 113.171
135.674 132.494
125.114 128.058
118.564 119.41
112.014 111.106
129.415 128.589
122.315 123.903
114.085 116.186
108.625 109.28
124.717 126.51
120.037 121.922
110.447 114.803
107.147 108.554
133.808 128.18
124.188 124.464
119.888 117.431
123.514 121.771
115.304 119.344
118.214 114.732
109.254 109.502
